20.1647508144379;46.2754425685025
20.1649761199951;46.2752200974114
20.1652443408966;46.2748938048441
20.1644504070282;46.2744933522198
20.1646542549133;46.2741522236022
20.1658880710602;46.2745230154775
20.1661670207977;46.2742857089663
20.166038274765;46.2742115504709
20.1658880710602;46.2742634614282
20.165684223175;46.2741744711855
20.1658129692078;46.2739890743823
20.166027545929;46.2740187379129
20.1662528514862;46.2742115504709
20.1664674282074;46.2740632331788
20.1672291755676;46.2743227881764
20.1673901081085;46.274478520585
20.1667678356171;46.2749605466636
20.1662421226501;46.2755018939742
20.1667463779449;46.275805936009
20.1664566993713;46.2761025607586
20.1652228832245;46.2762953659848
20.1644611358643;46.275783689088
